name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
california,2019-09-18,78.2,59.3,67,78.2,59.3,67,55.1,68.2,0.033,100,8.33,rain,0,0,23,11.9,187,1012.7,51.3,9.8,178.1,15.2,7,,2019-09-18T06:49:58,2019-09-18T19:09:37,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-09-19,78.7,52.8,65.7,78.7,52.8,65.7,50,61.1,0,0,0,,0,0,18.3,12.2,333.6,1013,3.5,9.9,279.5,24,10,,2019-09-19T06:50:51,2019-09-19T19:08:02,0.69,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-09-20,84.6,54.9,69,81.9,54.9,68.4,46.4,49.1,0,0,0,,0,0,20.8,11.5,338.8,1012.9,1.9,9.9,279.4,24,9,,2019-09-20T06:51:44,2019-09-20T19:06:26,0.73,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-09-21,87.1,54.3,70.3,83.9,54.3,69.6,48,49.3,0,0,0,,0,0,,9.1,342.1,1012.8,0,9.9,280.2,24.1,10,,2019-09-21T06:52:37,2019-09-21T19:04:50,0.75,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-09-22,86,56,70.4,83.4,56,69.8,50.6,53.9,0,0,0,,0,0,,9.9,203.6,1011.7,8.9,9.9,224.6,19.3,9,,2019-09-22T06:53:31,2019-09-22T19:03:15,0.8,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-09-23,91.4,57.2,73.6,88.1,57.2,72.7,51,51.1,0,0,0,,0,0,25.3,15.6,337.3,1012.9,1.7,9.9,274.7,23.8,9,,2019-09-23T06:54:24,2019-09-23T19:01:39,0.83,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-09-24,97.9,62.9,79.4,93.9,62.9,78.1,49,37.9,0,0,0,,0,0,19.7,15.1,320.9,1012.9,1.1,9.9,273.1,23.6,9,,2019-09-24T06:55:18,2019-09-24T19:00:04,0.86,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-09-25,99,63.3,80.4,97,63.3,79.8,55.1,45.2,0,0,0,,0,0,,7.5,324.4,1007.7,2.1,9.9,268.3,23.2,9,,2019-09-25T06:56:11,2019-09-25T18:58:29,0.9,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-09-26,87.2,64.5,74.8,86.4,64.5,74.6,57.6,57.1,0,0,0,,0,0,29.8,17.8,211.9,1009,1.2,9.8,259.8,22.4,9,,2019-09-26T06:57:05,2019-09-26T18:56:53,0.93,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-09-27,73.4,56.9,65.7,73.4,56.9,65.7,55.7,70.8,0,0,0,,0,0,27.7,16.6,196.4,1010.4,25,9.9,218.8,18.8,8,,2019-09-27T06:57:59,2019-09-27T18:55:18,0.97,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KSMF,TS389,72483023232,72483993225,72483323206,AN063,KSAC,CI155,72057600174"
california,2019-09-28,70.8,53.4,61,70.8,53.4,61,48.4,65.9,0.021,100,16.67,rain,0,0,29.8,16.2,153.8,1006.6,59,9.8,195.4,17,9,,2019-09-28T06:58:54,2019-09-28T18:53:44,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-09-29,69.8,45.9,57.3,69.8,45,57.1,42.5,62.1,0,0,0,,0,0,26.4,13.8,199.5,1011.5,14.2,9.9,245.8,21.3,9,,2019-09-29T06:59:48,2019-09-29T18:52:09,0.03,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,72483323206,KSAC,CI155,72057600174"
california,2019-09-30,67.7,48.4,57.6,67.7,47.3,57.4,42.2,60.1,0,0,0,,0,0,,9.1,252,1014.1,8.6,9.9,259.1,22.3,9,,2019-09-30T07:00:43,2019-09-30T18:50:35,0.07,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,72483323206,KSAC,CI155,72057600174"
california,2019-10-01,73.7,45.2,57.7,73.7,43.1,57.4,38.8,54.4,0,0,0,,0,0,,10.5,331.9,1014.3,0,9.9,268.3,23.1,9,,2019-10-01T07:01:38,2019-10-01T18:49:01,0.1,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-10-02,76.8,43.1,59.6,76.8,43.1,59.6,37.8,49.8,0,0,0,,0,0,,7.3,282.4,1015.4,0,9.9,231.1,19.9,9,,2019-10-02T07:02:33,2019-10-02T18:47:28,0.13,Clear,Clear conditions throughout the day.,clear-day,"E9060,KSMF,TS389,72483023232,72483993225,72483323206,KSAC,CI155,72057600174"
california,2019-10-03,77,47.5,61.2,77,46.6,61.1,42.2,53.3,0,0,0,,0,0,,13.2,196.7,1014.1,0.2,9.9,255.8,22.2,9,,2019-10-03T07:03:28,2019-10-03T18:45:55,0.17,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-10-04,76.6,43.4,59.7,76.6,43.4,59.7,38.7,51.9,0,0,0,,0,0,23,18.4,328.8,1018.7,3.6,9.9,254.1,21.9,9,,2019-10-04T07:04:24,2019-10-04T18:44:22,0.2,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-10-05,81.2,45.7,61.7,79.8,45.7,61.5,39.5,48.7,0,0,0,,0,0,,9.8,336.8,1018.5,0.8,9.9,250.4,21.7,9,,2019-10-05T07:05:20,2019-10-05T18:42:50,0.25,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-10-06,84.7,50,65.2,81.8,50,64.7,43.3,50.8,0,0,0,,0,0,,8.8,336.2,1016.2,1,9.9,246,21.2,9,,2019-10-06T07:06:16,2019-10-06T18:41:18,0.27,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-10-07,88.7,54.6,66.8,85.1,54.6,66.1,46.7,53.9,0,0,0,,0,0,,4.8,339.2,1013.9,4.9,9.9,208.5,18,9,,2019-10-07T07:07:12,2019-10-07T18:39:46,0.3,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-10-08,86.9,51.1,68.1,83.7,51.1,67.6,44.9,48.1,0,0,0,,0,0,,6.3,173.4,1010.1,7,9.8,216.3,18.6,9,,2019-10-08T07:08:09,2019-10-08T18:38:16,0.33,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-10-09,74.9,53.6,64.3,74.9,53.6,64.3,31.2,35.5,0,0,0,,0,0,32.1,23.8,330.2,1010.9,1.1,9.3,242.1,20.9,9,,2019-10-09T07:09:06,2019-10-09T18:36:45,0.36,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,72483323206,KSAC,CI155"
california,2019-10-10,78,52.2,63.1,78,52.2,63.1,21.2,21.9,0,0,0,,0,0,30.4,21.9,335.8,1014.5,10.8,9.9,227.6,19.8,8,,2019-10-10T07:10:03,2019-10-10T18:35:16,0.4,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,72483323206,KSAC,CI155"
california,2019-10-11,78.1,46.8,59.6,78.1,46.5,59.5,33,41.3,0,0,0,,0,0,,6,338.9,1015.7,7.6,9.9,227.5,19.7,8,,2019-10-11T07:11:01,2019-10-11T18:33:47,0.43,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,72483323206,KSAC,CI155"
california,2019-10-12,78.9,44.6,59.4,78.9,44.6,59.4,37.4,49.6,0,0,0,,0,0,,5.6,341.6,1012.5,2.3,8.9,228,19.7,8,,2019-10-12T07:11:59,2019-10-12T18:32:18,0.46,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155"
california,2019-10-13,79.1,46.2,60.6,79.1,46.2,60.6,37.1,46.3,0,0,0,,0,0,,5.6,313.1,1010.4,7.9,9.1,221.9,19.2,8,,2019-10-13T07:12:57,2019-10-13T18:30:51,0.5,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,72483323206,KSAC,CI155,72057600174"
california,2019-10-14,80.1,43.7,60.7,80,43.7,60.7,38.2,50.3,0,0,0,,0,0,,8.2,259.5,1013.2,0.6,9.8,228.1,19.7,8,,2019-10-14T07:13:56,2019-10-14T18:29:24,0.53,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,72483323206,KSAC,CI155,72057600174"
california,2019-10-15,80.5,43.8,60.2,79.8,43.8,60.2,41.7,56.9,0,0,0,,0,0,,4.7,325.1,1016.9,3.6,9.5,226,19.5,8,,2019-10-15T07:14:55,2019-10-15T18:27:58,0.57,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,72483323206,AN063,KSAC,CI155,72057600174"
california,2019-10-16,74.7,47.1,59.8,74.7,47.1,59.8,44.7,61,0,0,0,,0,0,17.2,10.2,190,1013.6,13.9,9.4,166.2,14.2,7,,2019-10-16T07:15:54,2019-10-16T18:26:32,0.6,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,72483323206,KSAC,CI155,72057600174"
california,2019-10-17,73.8,54,62.8,73.8,54,62.8,46.5,60.6,0,0,0,,0,0,18.3,14,307.6,1012.6,18.8,9.9,221.5,19.1,8,,2019-10-17T07:16:54,2019-10-17T18:25:08,0.64,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,72483323206,KSAC,CI155,72057600174"
california,2019-10-18,74,44.9,59.5,74,43.1,59.5,43.8,58.1,0,0,0,,0,0,17.2,12.1,222.4,1016.5,4.4,10,216.3,18.6,8,,2019-10-18T07:17:54,2019-10-18T18:23:44,0.67,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,72483323206,KSAC,CI155,72057600174"
california,2019-10-19,72.3,51.2,60.5,72.3,51.2,60.5,50.2,70.3,0,0,0,,0,0,,9.6,167.4,1017.1,19.3,9.8,158.3,13.7,7,,2019-10-19T07:18:54,2019-10-19T18:22:21,0.71,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-10-20,77.9,51.8,62.3,77.9,51.8,62.3,43.7,57,0,0,0,,0,0,,12.4,319.2,1018.6,2.2,9.7,209.1,17.9,8,,2019-10-20T07:19:55,2019-10-20T18:21:00,0.74,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-10-21,85.8,51.6,68.5,82.7,51.6,67.8,42.4,43.6,0,0,0,,0,0,30.5,19.3,332.1,1019.7,0.2,9.9,210.6,18,8,,2019-10-21T07:20:56,2019-10-21T18:19:39,0.75,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,72483323206,KSAC,CI155,72057600174"
california,2019-10-22,84.4,48.9,65.2,81.8,48.9,64.9,44.6,51.4,0,0,0,,0,0,,8.7,352.4,1020.2,5,9.9,209.2,17.9,8,,2019-10-22T07:21:57,2019-10-22T18:18:19,0.81,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,72483323206,KSAC,CI155,72057600174"
california,2019-10-23,88.8,51.2,69.2,85,51.2,68.4,40.6,43.7,0,0,0,,0,0,28.4,18.4,342.2,1014.7,1.3,9.7,202.4,17.5,7,,2019-10-23T07:22:59,2019-10-23T18:17:00,0.85,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155"
california,2019-10-24,89.6,58.7,70.5,85.6,58.7,69.5,29.9,24.8,0,0,0,,0,0,,15.4,328.7,1016.7,7.2,9.9,205,17.6,8,,2019-10-24T07:24:01,2019-10-24T18:15:42,0.88,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-10-25,85.9,48.5,64.8,82.5,48.5,64.2,37.9,43,0,0,0,,0,0,,5.6,317.6,1017.7,2.4,9.8,201.5,17.1,8,,2019-10-25T07:25:03,2019-10-25T18:14:26,0.92,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,72483323206,AN063,KSAC,CI155,72057600174"
california,2019-10-26,82.9,47.6,63,80.6,47.6,62.7,42.2,51.8,0,0,0,,0,0,,5.7,325.5,1010.4,3.8,9.8,195.1,16.9,7,,2019-10-26T07:26:06,2019-10-26T18:13:10,0.95,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-10-27,73.5,53.8,62.5,73.5,53.8,62.5,17.7,18.4,0,0,0,,0,0,48.4,35.5,343.7,1011.1,7.7,8.2,207.7,17.8,8,,2019-10-27T07:27:09,2019-10-27T18:11:56,0,Clear,Clear conditions throughout the day.,wind,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-10-28,68,38.2,53.7,68,38.2,53.3,19.8,28.8,0,0,0,,0,0,,16.1,326.9,1016.6,0.4,9.9,206.8,17.7,8,,2019-10-28T07:28:13,2019-10-28T18:10:43,0.02,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-10-29,69.6,38.7,53.9,69.6,37.6,53.5,21.3,33.6,0,0,0,,0,0,34,22.4,331.4,1014.2,2.9,9.9,203.7,17.5,8,,2019-10-29T07:29:16,2019-10-29T18:09:31,0.05,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-10-30,69.2,43.3,53.7,69.2,38.8,52.2,15.9,24.1,0,0,0,,0,0,,12.3,340.5,1020.8,0.3,9.8,198.7,17.1,7,,2019-10-30T07:30:20,2019-10-30T18:08:20,0.09,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,72483323206,KSAC,CI155,72057600174"
california,2019-10-31,71.8,37.5,51.8,71.8,37.5,51.8,25.3,43.1,0,0,0,,0,0,,8.2,335.4,1022.8,0,9.7,200.5,17.5,8,,2019-10-31T07:31:24,2019-10-31T18:07:11,0.12,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-11-01,71.7,36.8,51.7,71.7,36.8,51.7,28.4,46.1,0,0,0,,0,0,,2.9,328.4,1020.9,0.1,9.6,194.4,16.6,7,,2019-11-01T07:32:29,2019-11-01T18:06:03,0.15,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,72483323206,KSAC,CI155,72057600174"
california,2019-11-02,75.8,39,54.2,75.8,39,54.2,32.6,50,0,0,0,,0,0,,6.5,330,1019.6,0,9.2,191.9,16.5,7,,2019-11-02T07:33:34,2019-11-02T18:04:56,0.18,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,72483323206,KSAC,CI155,72057600174"
california,2019-11-03,75.6,39.9,55.4,75.6,39.9,55.4,35.3,52.2,0,0,0,,0,0,,1.3,4,1015.8,0,8.9,179.4,16,7,,2019-11-03T06:34:39,2019-11-03T17:03:51,0.22,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,72057600174"
california,2019-11-04,75.8,42.5,56.8,75.8,42.5,56.8,38.2,53.9,0,0,0,,0,0,,1.3,352.7,1015.2,0.1,9.3,181.3,15.7,7,,2019-11-04T06:35:44,2019-11-04T17:02:47,0.25,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,72057600174"
california,2019-11-05,77.9,42,57.8,77.9,42,57.8,40.9,58.6,0,0,0,,0,0,,4.3,321,1016.4,2.4,8.8,182.4,15.8,7,,2019-11-05T06:36:49,2019-11-05T17:01:45,0.28,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,72057600174"
california,2019-11-06,77.9,43.8,58.1,77.9,43.8,58.1,41.9,59.3,0,0,0,,0,0,,3.9,344,1015.5,6.7,9,173.6,15,7,,2019-11-06T06:37:55,2019-11-06T17:00:45,0.31,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,72483323206,AN063,KSAC,72057600174"
california,2019-11-07,77.9,43.2,57.8,77.9,43.2,57.8,43.7,64.7,0,0,0,,0,0,,4.4,347.4,1018.4,8.2,7.8,166.6,14.3,7,,2019-11-07T06:39:01,2019-11-07T16:59:45,0.35,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,72057600174"
california,2019-11-08,79.3,43,57.6,79.3,43,57.6,42,62.8,0,0,0,,0,0,,5.7,337.6,1021,1.4,8.1,174.8,15,7,,2019-11-08T06:40:07,2019-11-08T16:58:48,0.38,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,72483323206,AN063,KSAC,72057600174"
california,2019-11-09,78.3,41.7,57.1,78.3,41.7,57,41,61.5,0,0,0,,0,0,,4.3,313.5,1019.1,0.2,8.2,174.6,15,7,,2019-11-09T06:41:13,2019-11-09T16:57:52,0.41,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,72057600174"
california,2019-11-10,74.9,44.9,57.5,74.9,44.9,57.4,43.4,63,0,0,0,,0,0,,4,34.4,1016.9,3.2,8.7,163.1,14,6,,2019-11-10T06:42:19,2019-11-10T16:56:58,0.44,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,72483323206,AN063,KSAC,72057600174"
california,2019-11-11,74.8,45.1,58.4,74.8,45.1,58.4,43.3,61.4,0,0,0,,0,0,,3.6,71.3,1017.1,9.6,8.6,140.3,12.1,6,,2019-11-11T06:43:25,2019-11-11T16:56:05,0.48,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,72057600174"
california,2019-11-12,74.6,45.1,57.9,74.6,45.1,57.9,44.4,63.9,0,0,0,,0,0,,7.8,339.7,1017.5,10.5,8.4,113.5,9.9,4,,2019-11-12T06:44:31,2019-11-12T16:55:14,0.5,Clear,Clear conditions throughout the day.,clear-day,"E9060,KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,72057600174"
california,2019-11-13,72.1,45,57.3,72.1,45,57.3,45.4,67.6,0,0,0,,0,0,,3.9,261,1015,17.1,6.9,126.4,10.9,6,,2019-11-13T06:45:37,2019-11-13T16:54:25,0.55,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,72057600174"
california,2019-11-14,67.2,51.5,58.3,67.2,51.5,58.3,49,72.4,0,0,0,,0,0,27.7,18.5,197.6,1017.5,14,8.8,130.9,11.1,5,,2019-11-14T06:46:43,2019-11-14T16:53:37,0.58,Clear,Clear conditions throughout the day.,clear-day,"E9060,KSMF,72483023232,72483993225,72483323206,AN063,KSAC,CI155,72057600174"
california,2019-11-15,67.8,49.4,56.3,67.8,48.3,56.3,48,75.4,0,0,0,,0,0,,9.6,0,1021.2,6.2,9.3,123.8,10.8,5,,2019-11-15T06:47:49,2019-11-15T16:52:52,0.62,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,72483323206,AN063,KSAC,CI155,72057600174"
california,2019-11-16,68,45.9,54,68,44.8,53.9,47.3,80.2,0,0,0,,0,0,,4.6,61.9,1019.7,30.4,6.2,134.7,11.7,6,,2019-11-16T06:48:55,2019-11-16T16:52:08,0.65,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,72057600174"
california,2019-11-17,73,44.4,56,73,44.4,56,46.8,74.1,0,0,0,,0,0,,1.3,0.6,1018.6,2.3,6.6,151.3,13,6,,2019-11-17T06:50:01,2019-11-17T16:51:26,0.69,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,72057600174"
california,2019-11-18,74.7,44,57.5,74.7,44,57.5,46.6,70.5,0,0,0,,0,0,,8.6,351.3,1013.5,2.8,7,153.1,13.2,6,,2019-11-18T06:51:07,2019-11-18T16:50:46,0.72,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,72057600174"
california,2019-11-19,67.9,50.2,57.9,67.9,50.2,57.9,47.2,68.8,0,0,0,,0,0,,10.6,179.5,1005.1,18.5,7.7,135.8,11.7,6,,2019-11-19T06:52:12,2019-11-19T16:50:08,0.75,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-11-20,70.9,48.8,59.3,70.9,46.9,59.2,36,46,0,0,0,,0,0,38.4,23.1,341.3,1000,7.9,9.5,113.4,9.8,6,,2019-11-20T06:53:17,2019-11-20T16:49:32,0.79,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-11-21,64.8,42.9,52.8,64.8,42.9,52.8,42.7,70.6,0,0,0,,0,0,,5.8,234,1011.6,0.3,9.4,140.2,12.1,6,,2019-11-21T06:54:22,2019-11-21T16:48:58,0.83,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-11-22,66.6,40.1,51.4,66.6,40.1,51.4,41.5,71.8,0,0,0,,0,0,,6.8,347.6,1021.1,0,9.3,139.6,11.9,6,,2019-11-22T06:55:26,2019-11-22T16:48:25,0.87,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,72483323206,AN063,KSAC,CI155,72057600174"
california,2019-11-23,66.2,40.1,50.8,66.2,39,50.7,40.8,71.4,0,0,0,,0,0,,6.1,329.5,1022.5,0,9,142.2,12.3,6,,2019-11-23T06:56:30,2019-11-23T16:47:55,0.9,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-11-24,67.6,38.1,50.3,67.6,38.1,50.2,38.5,67.7,0,0,0,,0,0,,5.6,4.6,1020.8,2.6,9.3,140.3,12.1,5,,2019-11-24T06:57:33,2019-11-24T16:47:27,0.94,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-11-25,63.7,38.3,51,63.7,36.6,50.3,28.6,49.9,0,0,0,,0,0,36.1,26.5,327.4,1017.4,1.7,9.7,141.8,12.3,6,,2019-11-25T06:58:36,2019-11-25T16:47:01,0.97,Clear,Clear conditions throughout the day.,clear-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-11-26,49.9,40.5,44.9,48.4,34.8,39.8,31.1,59.9,0.304,100,33.33,rain,0,0,39.6,22.4,162.4,1011,45.8,9.2,38.8,3.4,2,,2019-11-26T06:59:39,2019-11-26T16:46:37,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KSMF,TS389,72483023232,72483993225,72483323206,AN063,KSAC,CI155,72057600174"
california,2019-11-27,51.5,42.9,45.9,51.5,36.5,41.8,38.9,77.2,0.034,100,4.17,rain,0,0,26.5,14.3,173.5,999.3,46,9.9,103.8,9.2,5,,2019-11-27T07:00:40,2019-11-27T16:46:15,0.04,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KSMF,TS389,72483023232,72483993225,72483323206,AN063,KSAC,72057600174"
california,2019-11-28,49.9,36.3,44.1,45.5,33.3,40.7,38.6,81.5,0.052,100,16.67,rain,0,0,,13.3,336.6,1002.8,55.5,9.7,109.6,9.4,6,,2019-11-28T07:01:42,2019-11-28T16:45:55,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,72057600174"
california,2019-11-29,52.8,33.5,42.6,52.8,30.3,40.9,34.2,74.1,0,0,0,,0,0,,9.1,164.2,1009.7,23.2,9.8,145.1,12.5,6,,2019-11-29T07:02:42,2019-11-29T16:45:37,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,CI155,72057600174"
california,2019-11-30,52,38.6,45.5,52,36.1,42.9,35.6,68.7,0.168,100,29.17,rain,0,0,29.3,17.9,132.8,1016.7,71.7,9.6,35.2,3.1,2,,2019-11-30T07:03:42,2019-11-30T16:45:21,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KSMF,TS389,72483023232,72483993225,72483323206,AN063,KSAC,72057600174"
california,2019-12-01,55,47.1,52,55,41,50.7,48.6,88.5,1.079,100,100,rain,0,0,30,18.5,149.9,1013.6,87.3,5.7,15.1,1.3,1,,2019-12-01T07:04:40,2019-12-01T16:45:08,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KSMF,TS389,72483023232,72483993225,72483323206,AN063,KSAC,72057600174"
california,2019-12-02,55.7,50.7,52.7,55.7,50.7,52.7,50.6,92.8,0.798,100,50,rain,0,0,18.3,10,0.9,1019,88.9,5.7,39.4,3.2,2,,2019-12-02T07:05:38,2019-12-02T16:44:56,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,72057600174"
california,2019-12-03,59.6,49,53.4,59.6,49,53.4,50.4,90.1,0,0,0,,0,0,,10.7,354.3,1018.2,61.8,8.4,91.2,7.7,6,,2019-12-03T07:06:35,2019-12-03T16:44:47,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KSMF,TS389,72483023232,72483993225,AN063,72483323206,KSAC,72057600174"
